"ID","Project Name","Sector","Sub Sector","Total Project Cost","View Profile"
3053,"PROJECT PROFILE FOR ARECA NUT PLAM LEAF CROCKERY (Ã‚Â COIR BOARD BASED INDUSTRYÃ‚Â )","Other Sectors","Coir Products","1644100","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/areca leaf_cutlery.pdf"
3054,"Apricot Oil Processing Unit","Food Processing","Snack Manufacturing","1079000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ApricotOilProcessingUnit.pdf"
3055,"Apricot Oil Processing Unit","Food Processing","Snack Manufacturing","1079000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ApricotOilProcessingUnit.pdf"
3056,"Apricot Oil Processing Unit","Food Processing","Snack Manufacturing","1079000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ApricotOilProcessingUnit.pdf"
3057,"Antistatic Conning Oil","Textile","Textile Manufacturing","987000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntistaticConningOil.pdf"
3058,"Antistatic Conning Oil","Textile","Textile Manufacturing","987000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntistaticConningOil.pdf"
3059,"Antistatic Conning Oil","Textile","Textile Manufacturing","987000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntistaticConningOil.pdf"
3060,"Hardware Store","Retail","Store","1200000","/srv/YouthMissionMobile/DPR/Hardware__Store.pdf"
3061,"Anti-corrosive paints","Automotive","Paint Manufacturing","2322000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntiCorrosivePaints.pdf"
3062,"Anti-corrosive paints","Automotive","Paint Manufacturing","2322000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntiCorrosivePaints.pdf"
3063,"Anti-corrosive paints","Automotive","Paint Manufacturing","2322000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AntiCorrosivePaints.pdf"
3064,"Anola (Amla) Juice","Food Processing","Fruit Processing","2394000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnolaAmlaJuice.pdf"
3065,"Anola (Amla) Juice","Food Processing","Fruit Processing","2394000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnolaAmlaJuice.pdf"
3066,"Anola (Amla) Juice","Food Processing","Fruit Processing","2394000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnolaAmlaJuice.pdf"
3067,"Animation Production Unit","Media & Entertainment","Animation","944000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimationProductionUnit.pdf"
3068,"Animation Production Unit","Media & Entertainment","Animation","944000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimationProductionUnit.pdf"
3069,"Animation Production Unit","Media & Entertainment","Animation","944000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimationProductionUnit.pdf"
3070,"Animal Feed final","Agriculture","Livestock Feed","2335000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimalFeedfinal.pdf"
3071,"Animal Feed final","Agriculture","Livestock Feed","2335000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimalFeedfinal.pdf"
3072,"Animal Feed final","Agriculture","Livestock Feed","2335000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnimalFeedfinal.pdf"
3073,"Anchor(Hook) (Small)","Apparel, Made-Ups & Home Furnishing","Home Decor","2244000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnchorHookSmall.pdf"
3074,"Anchor(Hook) (Small)","Apparel, Made-Ups & Home Furnishing","Home Decor","2244000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnchorHookSmall.pdf"
3075,"Anchor(Hook) (Small)","Apparel, Made-Ups & Home Furnishing","Home Decor","2244000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AnchorHookSmall.pdf"
3076,"Amranthus Processing","Food Processing","Fruit Processing","2403000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmranthusProcessing.pdf"
3077,"Amranthus Processing","Food Processing","Fruit Processing","2403000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmranthusProcessing.pdf"
3078,"Amranthus Processing","Food Processing","Fruit Processing","2403000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmranthusProcessing.pdf"
3079,"Amranthus","Agriculture","Crop Production","2354000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Amranthus.pdf"
3080,"Amranthus","Agriculture","Crop Production","2354000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Amranthus.pdf"
3081,"Amranthus","Agriculture","Crop Production","2354000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Amranthus.pdf"
3082,"Amla Processing","Food Processing","Fruit Processing","5216000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmlaProcessing.pdf"
3083,"Amla Processing","Food Processing","Fruit Processing","5216000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmlaProcessing.pdf"
3084,"Amla Processing","Food Processing","Fruit Processing","5216000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmlaProcessing.pdf"
3085,"Amaranthus_DPR","Agriculture","Crop Production","1904000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmaranthusDPR.pdf"
3086,"Amaranthus_DPR","Agriculture","Crop Production","1904000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmaranthusDPR.pdf"
3087,"Amaranthus_DPR","Agriculture","Crop Production","1904000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AmaranthusDPR.pdf"
3088,"Alum (Phitkari) Manufacturing","Other Sectors","Manufacturing","2406000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlumPhitkariManufacturing.pdf"
3089,"Alum (Phitkari) Manufacturing","Other Sectors","Manufacturing","2406000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlumPhitkariManufacturing.pdf"
3090,"Alum (Phitkari) Manufacturing","Other Sectors","Manufacturing","2406000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlumPhitkariManufacturing.pdf"
3091,"Aluminum Foil Container","Logistics","Packaging Materials","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminumFoilContainer.pdf"
3092,"Aluminum Foil Container","Logistics","Packaging Materials","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminumFoilContainer.pdf"
3093,"Aluminum Foil Container","Logistics","Packaging Materials","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminumFoilContainer.pdf"
3094,"Aluminium Utensils","Other Sectors","Cookware Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumUtensils.pdf"
3095,"Aluminium Utensils","Other Sectors","Cookware Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumUtensils.pdf"
3096,"Aluminium Utensils","Other Sectors","Cookware Manufacturing","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumUtensils.pdf"
3097,"Aluminium Powder","Automotive","Powder Manufacturing","2122000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumPowder.pdf"
3098,"Aluminium Powder","Automotive","Powder Manufacturing","2122000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumPowder.pdf"
3099,"Aluminium Powder","Automotive","Powder Manufacturing","2122000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumPowder.pdf"
3100,"Aluminium Foil Rewinding","Logistics","Packaging Materials","1249000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALuminiumFoilRewinding.pdf"
3101,"Aluminium Foil Rewinding","Logistics","Packaging Materials","1249000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALuminiumFoilRewinding.pdf"
3102,"Aluminium Foil Rewinding","Logistics","Packaging Materials","1249000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALuminiumFoilRewinding.pdf"
3103,"Aluminium Fabrictaion","Other Sectors","Metal Fabrication","1756000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumFabrictaion.pdf"
3104,"Aluminium Fabrictaion","Other Sectors","Metal Fabrication","1756000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumFabrictaion.pdf"
3105,"Aluminium Fabrictaion","Other Sectors","Metal Fabrication","1756000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumFabrictaion.pdf"
3106,"Aluminium Castings Project","Other Sectors","Metal Casting","1787000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumCastingsProject.pdf"
3107,"Aluminium Castings Project","Other Sectors","Metal Casting","1787000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumCastingsProject.pdf"
3108,"Aluminium Castings Project","Other Sectors","Metal Casting","1787000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AluminiumCastingsProject.pdf"
3109,"ALUMINIUM VENETIAN SCHEME (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metal Structures","705200","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM VENETIAN SCHEME.pdf"
3110,"ALUMINIUM VENETIAN SCHEME (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metal Structures","705200","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM VENETIAN SCHEME.pdf"
3111,"ALUMINIUM VENETIAN SCHEME (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metal Structures","705200","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM VENETIAN SCHEME.pdf"
3112,"ALUMINIUM UTENSIL UNIT (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metal Utensils","1856000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM UTENSIL UNIT.pdf"
3113,"ALUMINIUM UTENSIL UNIT (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metal Utensils","1856000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM UTENSIL UNIT.pdf"
3114,"ALUMINIUM UTENSIL UNIT (Ã‚Â RURAL ENGG. AND BIO-TECH INDUSTRYÃ‚Â )","Other Sectors","Metal Utensils","1856000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ALUMINIUM UTENSIL UNIT.pdf"
3115,"Alum","Automotive","Chemical Compounds","2389000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Alum.pdf"
3116,"Alum","Automotive","Chemical Compounds","2389000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Alum.pdf"
3117,"Alum","Automotive","Chemical Compounds","2389000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Alum.pdf"
3118,"Alovera Gel mfg.","Automotive","Skin Care","2483000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AloveraGelmfg.pdf"
3119,"Alovera Gel mfg.","Automotive","Skin Care","2483000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AloveraGelmfg.pdf"
3120,"Alovera Gel mfg.","Automotive","Skin Care","2483000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AloveraGelmfg.pdf"
3121,"Aloevera Juice","Food Processing","Dietary Supplements","2656000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AloeveraJuice.pdf"
3122,"Aloevera Juice","Food Processing","Dietary Supplements","2656000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AloeveraJuice.pdf"
3123,"Aloevera Juice","Food Processing","Dietary Supplements","2656000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AloeveraJuice.pdf"
3124,"Almond Cream","Automotive","Skin Care","1701000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlmondCream.pdf"
3125,"Almond Cream","Automotive","Skin Care","1701000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlmondCream.pdf"
3126,"Almond Cream","Automotive","Skin Care","1701000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlmondCream.pdf"
3127,"All Purpose cream","Automotive","Skin Care","1495000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AllPurposecream.pdf"
3128,"All Purpose cream","Automotive","Skin Care","1495000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AllPurposecream.pdf"
3129,"All Purpose cream","Automotive","Skin Care","1495000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AllPurposecream.pdf"
3130,"Allen Screws","Automotive","Fasteners","2315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AllenScrews.pdf"
3131,"Allen Screws","Automotive","Fasteners","2315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AllenScrews.pdf"
3132,"Allen Screws","Automotive","Fasteners","2315000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AllenScrews.pdf"
3133,"Alkyd Resin","Automotive","Resin Manufacturing","3665000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlkydResin.pdf"
3134,"Alkyd Resin","Automotive","Resin Manufacturing","3665000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlkydResin.pdf"
3135,"Alkyd Resin","Automotive","Resin Manufacturing","3665000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AlkydResin.pdf"
3136,"Air Springs","Automotive","Suspension Systems","2407000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirSprings.pdf"
3137,"Air Springs","Automotive","Suspension Systems","2407000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirSprings.pdf"
3138,"Air Springs","Automotive","Suspension Systems","2407000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirSprings.pdf"
3139,"Air-Pollution Mask","HealthCare","HealthCare","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirPollutionMask.pdf"
3140,"Air-Pollution Mask","HealthCare","HealthCare","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirPollutionMask.pdf"
3141,"Air-Pollution Mask","HealthCare","HealthCare","2500000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirPollutionMask.pdf"
3142,"Air Freshner","Apparel, Made-Ups & Home Furnishing","Air Freshening","2156000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirFreshner.pdf"
3143,"Air Freshner","Apparel, Made-Ups & Home Furnishing","Air Freshening","2156000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirFreshner.pdf"
3144,"Air Freshner","Apparel, Made-Ups & Home Furnishing","Air Freshening","2156000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirFreshner.pdf"
3145,"Air Filter","Electronics","Air Filtration","2580000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirFilter.pdf"
3146,"Air Filter","Electronics","Air Filtration","2580000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirFilter.pdf"
3147,"Air Filter","Electronics","Air Filtration","2580000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirFilter.pdf"
3148,"Air Cooler","Electronics","Cooling Systems","2044000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirCooler.pdf"
3149,"Air Cooler","Electronics","Cooling Systems","2044000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirCooler.pdf"
3150,"Air Bubble Sheet","Logistics","Packaging Materials","6606000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirBubbleSheet.pdf"
3151,"Air Bubble Sheet","Logistics","Packaging Materials","6606000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirBubbleSheet.pdf"
3152,"Air Bubble Sheet","Logistics","Packaging Materials","6606000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AirBubbleSheet.pdf"
3153,"Agarbatti","Rubber, Chemical and Petrochemical","Chemicals","757000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Agarbatti.pdf"
3154,"Agarbatti","Rubber, Chemical and Petrochemical","Chemicals","757000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Agarbatti.pdf"
3155,"Agarbatti","Rubber, Chemical and Petrochemical","Chemicals","757000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Agarbatti.pdf"
3156,"Aerosol","Rubber, Chemical and Petrochemical","Chemicals","2256000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Aerosol.pdf"
3157,"Aerosol","Rubber, Chemical and Petrochemical","Chemicals","2256000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Aerosol.pdf"
3158,"Aerosol","Rubber, Chemical and Petrochemical","Chemicals","2256000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Aerosol.pdf"
3159,"Adjustable hospital beds","Food Processing","Medical Equipment","1293000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Adjustablehospitalbeds.pdf"
3160,"Adjustable hospital beds","Food Processing","Medical Equipment","1293000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Adjustablehospitalbeds.pdf"
3161,"Adjustable hospital beds","Food Processing","Medical Equipment","1293000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/Adjustablehospitalbeds.pdf"
3162,"Adhesive Tapes","Logistics","Adhesive Products","1350000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AdhesiveTapes.pdf"
3163,"Adhesive Tapes","Logistics","Adhesive Products","1350000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AdhesiveTapes.pdf"
3164,"Adhesive Tapes","Logistics","Adhesive Products","1350000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AdhesiveTapes.pdf"
3165,"ADD-ON CARDS FOR COMPUTER (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Computer Components","450000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ADDONCARDSFORCOMPUTER.pdf"
3166,"ADD-ON CARDS FOR COMPUTER (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Computer Components","450000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ADDONCARDSFORCOMPUTER.pdf"
3167,"ADD-ON CARDS FOR COMPUTER (Ã‚Â SERVICE AND TEXTILE INDUSTRYÃ‚Â )","Electronics","Computer Components","450000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ADDONCARDSFORCOMPUTER.pdf"
3168,"Acrylic Signage Board","Media & Entertainment","Signage","2111000","https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/AcrylicSignageBoard.pdf"
